53.343427,10.0142757
48.5014194,9.926385
53.4492887,15.552193
48.6032308,15.5074397
48.5695029,18.8581452
53.5083468,18.8131317
53.5355672,25.0744228
48.5677904,25.0743557
51.2695208,18.7911591
51.3660786,25.1191714
48.5682942,28.1042696
51.3656516,28.1921603
53.664864,28.1921603
48.5392061,34.2126681
51.3386351,34.2136913
53.5608253,34.0812378
48.5101012,36.9576595
53.4830616,37.2658826
48.5393319,42.3411489
53.4299432,42.2750423
48.5415574,45.5051737
48.585257,52.7343285
51.234331,9.7830691
53.3803798,55.410555
48.588534,55.257717
53.43877,61.5748408
51.2661922,55.4238257
51.2115372,61.3777143
48.6365688,60.9814402
53.3867332,63.9260544
51.0449321,66.4279375
53.3060092,68.998637
48.6212017,66.3399665
53.2282572,71.7894872
51.0167185,71.7897348
48.665162,71.7473046
48.6058227,76.7772801
50.9470827,76.9088683
53.1617286,77.10687
53.2143918,79.5263608
51.0156243,79.5922788
51.0570753,84.3383725
53.1227543,84.3166682
48.9679699,84.3163999
49.0542178,79.3505796
50.955181,82.010446
